source,target,weight,rating
1,1508,0.55,1.0
1,1810,0.675,3.5
1,2125,0.75,5.0
1,1565,0.675,3.5
1,4458,0.6,2.0
1,3527,0.6,2.0
1,159,0.6,2.0
1,1953,0.6,2.0
1,2642,0.55,1.0
1,2045,0.6,2.0
1,2388,0.55,1.0
1,2266,0.55,1.0
1,2303,0.65,3.0
1,202,0.55,1.0
1,1566,0.6,2.0
1,2175,0.55,1.0
1,481,0.55,1.0
1,1318,0.6,2.0
1,4172,0.55,1.0
1,4559,0.575,1.5
1,703,0.55,1.0
1,4857,0.625,2.5
1,5418,0.65,3.0
1,4291,0.65,3.0
1,3319,0.65,3.0
1,1396,0.8,6.0
1,1615,0.95,9.0
1,4921,0.8,6.0
1,2067,0.55,1.0
1,115,0.55,1.0
1,3919,0.55,1.0
1,192,0.725,4.5
1,5689,0.6,2.0
1,35,0.625,2.5
1,1383,0.475,-0.5
1,62,0.25,-5.0
1,905,0.475,-0.5
1,135,0.625,2.5
1,5925,0.625,2.5
1,75,0.6,2.0
1,77,0.65,3.0
1,100,0.65,3.0
1,112,0.55,1.0
1,177,0.7,4.0
1,241,0.9,8.0
1,446,0.75,5.0
1,425,1.0,10.0
1,484,0.75,5.0
1,626,0.55,1.0
1,892,0.55,1.0
1,1052,0.7,4.0
1,1162,0.75,5.0
1,1389,0.55,1.0
1,1376,0.55,1.0
1,1677,0.55,1.0
1,1689,1.0,10.0
1,1690,1.0,10.0
1,1752,0.55,1.0
1,1967,0.6,2.0
1,1984,1.0,10.0
1,2028,0.85,7.0
1,1939,0.7,4.0
1,2173,0.55,1.0
1,2176,1.0,10.0
1,2214,0.55,1.0
1,2244,0.55,1.0
1,2252,0.6,2.0
1,2296,0.65,3.0
1,2658,0.8,6.0
1,2711,1.0,10.0
1,2731,0.55,1.0
1,2835,0.65,3.0
1,3040,0.55,1.0
1,3366,1.0,10.0
1,3452,0.55,1.0
1,3572,0.6,2.0
1,3722,0.6,2.0
1,3830,0.6,2.0
1,3878,0.6,2.0
1,3988,0.55,1.0
1,4205,0.55,1.0
1,5482,0.6,2.0
1,5506,0.55,1.0
1,5508,0.85,7.0
1,5515,0.55,1.0
1,5524,1.0,10.0
1,5636,1.0,10.0
1,5955,0.55,1.0
15,97,0.6,2.0
15,70,0.55,1.0
15,96,0.675,3.5
15,167,0.55,1.0
15,297,0.6,2.0
15,455,0.575,1.5
15,729,0.55,1.0
15,93,0.55,1.0
15,1453,0.55,1.0
15,1281,0.55,1.0
15,36,0.55,1.0
15,239,0.65,3.0
15,2141,0.55,1.0
15,1566,0.65,3.0
15,4291,0.55,1.0
15,77,0.55,1.0
4,3,0.85,7.0
4,26,0.55,1.0
4,31,0.575,1.5
4,57,0.675,3.5
4,61,0.625,2.5
4,66,0.6,2.0
4,72,0.7,4.0
4,41,0.55,1.0
4,87,0.55,1.0
4,39,0.55,1.0
4,282,0.6,2.0
4,202,0.875,7.5
4,125,0.6,2.0
4,19,0.725,4.5
4,466,0.55,1.0
4,455,0.6,2.0
4,352,0.575,1.5
4,304,0.7,4.0
4,540,0.55,1.0
4,7,0.775,5.5
4,319,0.75,5.0
4,45,0.775,5.5
4,538,0.6,2.0
4,522,0.55,1.0
4,537,0.55,1.0
4,13,0.9,8.0
4,1246,0.85,7.0
4,908,0.75,5.0
4,1257,0.85,7.0
4,832,0.0,-10.0
4,713,0.0,-10.0
4,423,0.325,-3.5
4,62,0.85,7.0
4,935,0.7,4.0
4,1386,0.6,2.0
4,1566,0.55,1.0
4,1664,0.55,1.0
4,592,0.55,1.0
4,425,0.75,5.0
4,1352,0.65,3.0
4,1656,0.65,3.0
4,1984,0.7,4.0
4,1366,0.6,2.0
4,2145,0.6,2.0
4,17,0.6,2.0
4,1992,0.55,1.0
4,2173,0.6,2.0
4,1899,0.55,1.0
4,2198,0.65,3.0
4,2344,0.55,1.0
4,1201,0.9,8.0
4,189,0.55,1.0
4,492,0.725,4.5
4,2470,0.6,2.0
4,2998,0.55,1.0
4,35,0.75,5.0
4,3699,0.55,1.0
4,5014,0.9,8.0
4,4852,0.65,3.0
4,5498,0.65,3.0
4,149,0.85,7.0
4,1396,0.75,5.0
4,1615,0.55,1.0
4,3204,0.75,5.0
4,3445,0.6,2.0
3,10,0.85,7.0
3,7,0.8,6.0
3,21,0.85,7.0
3,17,0.75,5.0
3,64,0.55,1.0
3,115,0.0,-10.0
3,217,0.75,5.0
3,269,0.55,1.0
3,397,0.65,3.0
3,439,0.55,1.0
3,361,0.0,-10.0
3,1018,0.0,-10.0
3,1220,0.4,-2.0
3,2388,0.0,-10.0
3,3445,0.45,-1.0
3,3452,0.15,-7.0
3,4205,0.0,-10.0
3,5955,0.35,-3.0
13,16,0.9,8.0
13,10,0.9,8.0
13,17,0.6,2.0
13,29,0.6,2.0
13,34,0.55,1.0
13,7,0.55,1.0
13,54,0.6,2.0
13,200,0.55,1.0
13,518,0.55,1.0
13,594,0.55,1.0
13,605,0.55,1.0
13,159,0.55,1.0
13,612,0.55,1.0
13,619,0.55,1.0
13,620,0.55,1.0
13,96,0.55,1.0
13,593,0.575,1.5
13,491,0.65,3.0
13,741,0.55,1.0
13,742,0.55,1.0
13,647,0.6,2.0
13,744,0.55,1.0
13,751,0.55,1.0
13,634,0.55,1.0
13,765,0.55,1.0
13,522,0.55,1.0
13,687,0.675,3.5
13,862,0.55,1.0
13,775,0.55,1.0
13,699,0.55,1.0
13,887,0.55,1.0
13,537,0.55,1.0
13,56,0.55,1.0
13,654,0.55,1.0
13,156,0.55,1.0
13,832,0.275,-4.5
13,199,0.55,1.0
13,1222,0.55,1.0
13,1223,0.575,1.5
13,1226,0.55,1.0
13,621,0.55,1.0
13,882,0.55,1.0
13,468,0.55,1.0
13,516,0.55,1.0
13,1533,0.55,1.0
13,1537,0.55,1.0
13,579,0.55,1.0
13,1366,0.55,1.0
13,1794,0.55,1.0
13,1833,0.6,2.0
13,493,0.65,3.0
13,1744,0.55,1.0
13,1317,0.65,3.0
13,1902,0.55,1.0
13,425,0.625,2.5
13,1909,0.55,1.0
13,1910,0.6,2.0
13,1753,0.25,-5.0
13,1923,0.55,1.0
13,1937,0.55,1.0
13,1986,0.575,1.5
13,1990,0.6,2.0
13,3598,0.55,1.0
13,1245,0.55,1.0
13,1815,0.55,1.0
13,2006,0.6,2.0
13,1053,0.575,1.5
13,1281,0.45,-1.0
13,2011,0.575,1.5
13,350,0.6,2.0
13,2030,0.65,3.0
13,1565,0.6,2.0
13,104,0.675,3.5
13,591,0.6,2.0
13,2071,0.55,1.0
13,905,0.7,4.0
13,1771,0.5,0.0
13,2108,0.55,1.0
13,616,0.625,2.5
13,1412,0.55,1.0
13,2123,0.6,2.0
13,1394,0.55,1.0
13,1593,0.55,1.0
13,2158,0.55,1.0
13,546,0.6,2.0
13,1585,0.575,1.5
13,2016,0.55,1.0
13,1204,0.6,2.0
13,1754,0.55,1.0
13,2207,0.55,1.0
13,1044,0.8,6.0
13,1921,0.75,5.0
13,1555,0.725,4.5
13,635,0.6,2.0
13,1677,0.65,3.0
13,120,0.625,2.5
13,2173,0.55,1.0
13,270,0.55,1.0
13,2063,0.55,1.0
13,1998,0.6,2.0
13,592,0.6,2.0
13,2229,0.4,-2.0
13,2261,0.35,-3.0
13,2048,0.6,2.0
13,1788,0.6,2.0
13,1967,0.65,3.0
13,1860,0.675,3.5
13,2224,0.55,1.0
13,2214,0.8,6.0
13,1991,0.65,3.0
13,1527,0.55,1.0
13,2221,0.55,1.0
13,1922,0.55,1.0
13,342,0.65,3.0
13,1832,0.55,1.0
13,2411,0.6,2.0
13,2419,0.55,1.0
13,2176,0.725,4.5
13,1396,0.65,3.0
13,1890,0.6,2.0
13,710,0.55,1.0
13,2555,0.6,2.0
13,2557,0.55,1.0
13,2552,0.55,1.0
13,2566,0.0,-10.0
13,1675,0.65,3.0
13,1757,0.575,1.5
13,492,0.55,1.0
13,540,0.65,3.0
13,2589,0.6,2.0
13,2615,0.55,1.0
13,1886,0.55,1.0
13,1916,0.625,2.5
13,2194,0.575,1.5
13,2198,0.75,5.0
13,2607,0.6,2.0
13,2310,0.55,1.0
13,25,1.0,10.0
13,2962,0.55,1.0
13,791,0.55,1.0
13,606,0.45,-1.0
13,2498,0.0,-10.0
13,3029,0.55,1.0
13,41,0.675,3.5
13,2784,0.55,1.0
13,3434,0.55,1.0
13,2835,0.6,2.0
13,308,0.55,1.0
13,2642,0.55,1.0
13,2961,0.55,1.0
13,3453,0.55,1.0
13,2392,0.55,1.0
13,3219,0.55,1.0
13,3483,0.55,1.0
13,3472,0.0,-10.0
13,3319,0.6,2.0
13,1629,0.55,1.0
13,3624,0.55,1.0
13,160,0.6,2.0
13,1352,0.0,-10.0
13,732,0.625,2.5
13,3628,0.6,2.0
13,2897,0.45,-1.0
13,3923,0.575,1.5
13,3642,0.55,1.0
13,1899,0.65,3.0
13,4124,0.55,1.0
13,3120,0.55,1.0
13,3465,0.55,1.0
13,910,0.55,1.0
13,3649,0.55,1.0
13,2839,0.6,2.0
13,4236,0.55,1.0
13,4264,0.55,1.0
13,3405,0.575,1.5
13,2512,0.775,5.5
13,2125,0.575,1.5
13,3185,0.55,1.0
13,2618,0.75,5.0
13,4301,0.6,2.0
13,3397,0.75,5.0
13,4238,0.55,1.0
13,135,0.75,5.0
13,2028,0.6,2.0
13,4360,0.55,1.0
13,3545,0.7,4.0
13,1334,0.725,4.5
13,1656,0.65,3.0
13,4515,0.6,2.0
13,35,0.65,3.0
13,4384,0.55,1.0
13,705,0.4,-2.0
13,3040,0.575,1.5
13,3988,0.7,4.0
13,5718,0.4,-2.0
13,5913,0.65,3.0
13,353,0.8,6.0
13,5917,0.55,1.0
13,5972,0.55,1.0
13,5973,0.0,-10.0
13,2045,0.6,2.0
13,4532,0.6,2.0
13,5984,0.6,2.0
13,2252,0.65,3.0
13,4608,0.6,2.0
13,1128,0.575,1.5
13,361,0.55,1.0
13,2014,0.55,1.0
13,2658,0.65,3.0
13,3445,0.55,1.0
13,3719,0.55,1.0
10,21,0.9,8.0
10,8,0.55,1.0
10,25,1.0,10.0
10,41,0.8,6.0
7,34,0.55,1.0
7,29,0.6,2.0
7,36,0.675,3.5
7,53,0.7,4.0
7,55,0.55,1.0
7,20,0.7,4.0
7,28,0.575,1.5
7,76,0.55,1.0
7,19,0.85,7.0
7,89,0.6,2.0
7,109,0.55,1.0
7,111,0.55,1.0
7,100,0.65,3.0
7,47,0.55,1.0
7,122,0.55,1.0
7,116,0.6,2.0
7,133,0.55,1.0
7,54,0.775,5.5
7,137,0.55,1.0
7,60,0.8,6.0
7,141,0.625,2.5
7,56,0.65,3.0
7,161,0.65,3.0
7,166,0.6,2.0
7,184,0.6,2.0
7,78,0.55,1.0
7,185,0.55,1.0
7,33,0.6,2.0
7,188,0.55,1.0
7,35,0.6,2.0
7,195,0.55,1.0
7,156,0.55,1.0
7,200,0.6,2.0
7,204,0.55,1.0
7,110,0.6,2.0
7,210,0.55,1.0
7,206,0.6,2.0
7,207,0.625,2.5
7,96,0.575,1.5
7,212,0.55,1.0
7,179,0.45,-1.0
7,232,0.625,2.5
7,39,0.7,4.0
7,41,0.85,7.0
7,21,0.75,5.0
7,72,0.6,2.0
7,62,0.8,6.0
7,175,0.6,2.0
7,143,0.725,4.5
7,260,0.7,4.0
7,243,0.775,5.5
7,269,0.55,1.0
7,240,0.65,3.0
7,285,0.575,1.5
7,294,0.55,1.0
7,272,0.6,2.0
7,254,0.55,1.0
7,135,0.6,2.0
7,266,0.65,3.0
7,314,0.65,3.0
7,249,0.65,3.0
7,108,0.55,1.0
7,219,0.575,1.5
7,228,0.55,1.0
7,326,0.55,1.0
7,296,0.725,4.5
7,202,0.725,4.5
7,354,0.55,1.0
7,134,0.65,3.0
7,368,0.55,1.0
7,142,0.675,3.5
7,393,0.55,1.0
7,159,0.625,2.5
7,345,0.575,1.5
7,155,0.725,4.5
7,418,0.6,2.0
7,144,0.55,1.0
7,429,0.55,1.0
7,293,0.6,2.0
7,410,0.5,0.0
7,270,0.725,4.5
7,365,0.55,1.0
7,449,0.55,1.0
7,460,0.575,1.5
7,473,0.575,1.5
7,424,0.6,2.0
7,310,0.6,2.0
7,481,0.575,1.5
7,378,0.55,1.0
7,440,0.6,2.0
7,489,0.55,1.0
7,447,0.675,3.5
7,383,0.55,1.0
7,472,0.45,-1.0
7,498,0.6,2.0
7,386,0.6,2.0
7,494,0.7,4.0
7,222,0.625,2.5
7,538,0.55,1.0
7,203,0.65,3.0
7,120,0.75,5.0
7,480,0.575,1.5
7,547,0.6,2.0
7,322,0.7,4.0
7,68,0.625,2.5
7,88,0.7,4.0
7,584,0.55,1.0
7,551,0.6,2.0
7,171,0.7,4.0
7,484,0.6,2.0
7,616,0.55,1.0
7,405,0.6,2.0
7,113,0.825,6.5
7,643,0.65,3.0
7,655,0.625,2.5
7,656,0.55,1.0
7,579,0.75,5.0
7,419,0.65,3.0
7,650,0.625,2.5
7,193,0.725,4.5
7,351,0.65,3.0
7,361,0.6,2.0
7,666,0.625,2.5
7,620,0.575,1.5
7,639,0.7,4.0
7,709,0.6,2.0
7,153,0.575,1.5
7,725,0.625,2.5
7,733,0.625,2.5
7,358,0.65,3.0
7,621,0.6,2.0
7,64,0.7,4.0
7,548,0.6,2.0
7,878,0.6,2.0
7,892,0.7,4.0
7,753,0.6,2.0
7,792,0.55,1.0
7,948,0.6,2.0
7,129,0.7,4.0
7,963,0.7,4.0
7,838,0.65,3.0
7,931,0.575,1.5
7,1041,0.6,2.0
7,881,0.6,2.0
7,198,0.65,3.0
7,330,0.875,7.5
7,132,0.875,7.5
7,533,0.6,2.0
7,906,0.3,-4.0
7,945,0.7,4.0
7,209,0.575,1.5
7,1166,0.6,2.0
7,1281,0.55,1.0
7,593,0.725,4.5
7,1098,0.9,8.0
7,882,0.85,7.0
7,1223,0.6,2.0
7,1011,0.625,2.5
7,1335,0.55,1.0
7,1334,0.55,1.0
7,964,0.625,2.5
7,1268,0.575,1.5
7,152,0.6,2.0
7,283,0.825,6.5
7,1053,0.75,5.0
7,1413,0.575,1.5
7,522,0.575,1.5
7,235,0.75,5.0
7,1428,0.55,1.0
7,1034,0.575,1.5
7,935,0.85,7.0
7,417,0.75,5.0
7,465,0.65,3.0
7,280,0.65,3.0
7,23,0.725,4.5
7,1386,0.7,4.0
7,1525,0.7,4.0
7,80,0.6,2.0
7,537,0.725,4.5
7,545,0.55,1.0
7,125,0.675,3.5
7,1629,0.575,1.5
7,1596,0.55,1.0
7,1665,0.55,1.0
7,1316,0.6,2.0
7,540,0.825,6.5
7,1702,0.55,1.0
7,304,0.625,2.5
7,1664,0.55,1.0
7,1686,0.575,1.5
7,1858,0.55,1.0
7,905,0.625,2.5
7,1204,0.55,1.0
7,2044,0.55,1.0
7,2028,0.65,3.0
7,17,0.75,5.0
7,1317,0.725,4.5
7,1982,0.575,1.5
7,1788,0.55,1.0
7,215,0.75,5.0
7,2046,0.575,1.5
7,2097,0.55,1.0
7,57,0.8,6.0
7,2205,0.55,1.0
7,1899,0.725,4.5
7,1487,0.25,-5.0
7,2404,0.55,1.0
7,1555,0.55,1.0
7,2378,0.55,1.0
7,425,0.65,3.0
7,2397,0.75,5.0
7,2533,0.55,1.0
7,2231,0.55,1.0
7,1318,0.6,2.0
7,640,0.625,2.5
7,2319,0.575,1.5
7,2388,0.6,2.0
7,3050,0.55,1.0
7,2174,0.55,1.0
7,2943,0.55,1.0
7,3161,0.55,1.0
7,4946,0.55,1.0
7,5432,0.55,1.0
7,5429,0.575,1.5
7,5428,0.575,1.5
7,75,0.65,3.0
7,779,0.55,1.0
7,1052,0.55,1.0
7,1383,0.95,9.0
7,1396,0.6,2.0
7,1615,0.55,1.0
7,2291,0.55,1.0
21,8,0.95,9.0
21,36,0.6,2.0
21,39,0.6,2.0
21,132,0.675,3.5
21,114,0.55,1.0
21,60,0.65,3.0
21,308,0.725,4.5
21,93,0.9,8.0
21,467,0.55,1.0
21,490,0.9,8.0
21,506,0.55,1.0
21,77,0.75,5.0
21,618,0.55,1.0
21,777,0.6,2.0
21,235,0.55,1.0
21,284,0.55,1.0
21,2194,0.6,2.0
21,72,0.55,1.0
21,219,0.75,5.0
21,257,0.75,5.0
21,801,0.55,1.0
21,2296,0.0,-10.0
21,4244,0.25,-5.0
20,17,0.6,2.0
20,23,0.55,1.0
20,61,0.9,8.0
20,77,0.65,3.0
20,235,0.55,1.0
20,2266,0.25,-5.0
20,2877,0.45,-1.0
17,23,0.55,1.0
17,28,0.55,1.0
17,81,0.55,1.0
17,39,0.6,2.0
17,254,0.575,1.5
17,149,0.6,2.0
17,375,0.6,2.0
17,418,0.7,4.0
17,522,0.55,1.0
17,1277,0.55,1.0
17,3219,0.55,1.0
17,1859,0.575,1.5
17,3744,0.0,-10.0
17,3784,0.55,1.0
17,3756,0.0,-10.0
17,3757,0.0,-10.0
17,3759,0.0,-10.0
17,3760,0.0,-10.0
17,2840,0.55,1.0
17,1018,0.6,2.0
17,115,0.55,1.0
17,184,0.6,2.0
17,1565,0.55,1.0
23,19,0.65,3.0
23,32,0.55,1.0
23,69,0.55,1.0
23,108,0.55,1.0
23,113,0.65,3.0
23,263,0.65,3.0
23,231,0.55,1.0
23,527,0.6,2.0
23,686,0.6,2.0
23,1218,0.8,6.0
23,941,0.7,4.0
23,1219,0.625,2.5
23,1220,0.75,5.0
23,1217,0.925,8.5
23,77,0.55,1.0
23,104,1.0,10.0
23,112,0.6,2.0
23,650,0.55,1.0
23,905,0.55,1.0
23,1962,0.55,1.0
23,2524,0.55,1.0
23,2822,0.55,1.0
23,3744,1.0,10.0
23,4385,0.55,1.0
25,57,0.6,2.0
25,80,0.6,2.0
25,119,0.55,1.0
25,113,1.0,10.0
25,135,0.45,-1.0
25,149,1.0,10.0
25,156,0.55,1.0
25,178,0.75,5.0
25,192,0.6,2.0
25,304,1.0,10.0
25,309,0.0,-10.0
25,310,0.55,1.0
25,353,0.55,1.0
25,363,0.6,2.0
25,342,1.0,10.0
25,427,0.45,-1.0
25,425,0.0,-10.0
25,361,0.0,-10.0
25,539,0.55,1.0
25,547,0.55,1.0
25,625,0.7,4.0
25,644,0.55,1.0
25,786,1.0,10.0
25,788,0.55,1.0
25,832,1.0,10.0
25,882,0.0,-10.0
25,1162,0.6,2.0
25,1201,1.0,10.0
25,1334,0.0,-10.0
25,1352,0.55,1.0
25,1394,0.6,2.0
25,1487,1.0,10.0
25,1528,1.0,10.0
25,1541,1.0,10.0
25,1585,1.0,10.0
25,1615,0.65,3.0
25,1618,0.55,1.0
25,1629,1.0,10.0
25,1639,0.0,-10.0
25,1565,0.75,5.0
25,1689,1.0,10.0
25,1690,1.0,10.0
25,1731,0.55,1.0
25,1746,0.65,3.0
25,1771,1.0,10.0
25,1788,0.55,1.0
25,1809,0.55,1.0
25,1829,1.0,10.0
25,1810,0.4,-2.0
25,1878,1.0,10.0
25,1953,0.55,1.0
25,1967,0.8,6.0
25,2028,0.55,1.0
25,2067,0.0,-10.0
25,2080,1.0,10.0
25,2158,0.45,-1.0
25,2173,0.0,-10.0
25,2165,1.0,10.0
25,2174,1.0,10.0
25,2192,0.7,4.0
25,2194,0.55,1.0
25,2252,0.65,3.0
25,2303,1.0,10.0
25,2344,1.0,10.0
25,2328,0.55,1.0
25,2523,1.0,10.0
25,2635,0.55,1.0
25,2388,0.95,9.0
25,2763,0.65,3.0
25,2812,0.55,1.0
25,2845,0.45,-1.0
25,2859,0.0,-10.0
25,2940,1.0,10.0
25,2942,1.0,10.0
25,2961,1.0,10.0
25,3045,1.0,10.0
25,3190,1.0,10.0
25,3233,0.55,1.0
25,3250,0.55,1.0
25,3236,0.0,-10.0
25,3335,0.75,5.0
25,3452,0.45,-1.0
25,3429,0.55,1.0
25,3545,0.55,1.0
25,3642,0.55,1.0
25,3659,0.55,1.0
25,3649,0.75,5.0
25,3722,0.55,1.0
25,3703,0.75,5.0
25,3828,0.6,2.0
25,3838,0.0,-10.0
25,3746,1.0,10.0
25,3856,0.45,-1.0
25,3916,0.55,1.0
25,3981,0.55,1.0
25,4163,0.0,-10.0
25,4205,0.55,1.0
25,4291,0.75,5.0
25,4315,0.55,1.0
25,4365,0.0,-10.0
25,4363,0.45,-1.0
25,3837,1.0,10.0
25,4592,1.0,10.0
25,4573,1.0,10.0
25,4758,0.65,3.0
25,4791,0.55,1.0
25,4838,0.0,-10.0
25,5013,0.0,-10.0
25,5025,1.0,10.0
25,5515,0.55,1.0
25,5522,0.0,-10.0
26,680,0.55,1.0
26,626,0.6,2.0
26,780,0.6,2.0
26,937,0.6,2.0
26,1863,0.6,2.0
26,1985,0.575,1.5
26,2130,0.55,1.0
26,2128,0.6,2.0
26,1383,0.0,-10.0
26,35,0.6,2.0
26,804,0.55,1.0
28,69,0.65,3.0
